GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
850,4.0,I dried the dog's paws before it entered the house.,"Ich habe die Pfoten des Hundes abgetrocknet, bevor er das Haus betrat",,
851,16.0,I love it when someone asks me to open something.,"Ich liebe es, wenn mich jemand bittet, etwas zu öffnen",,
852,9.0,I never needed to warm up before lifting the weights.,Ich musste mich vor dem Gewichtheben nie aufwärmen,,
853,2.0,"No matter what, I was always trying to be nice to people.","Egal was passierte, ich habe immer versucht, nett zu den Leuten zu sein",,
854,11.0,I calculated the shortest route.,Ich habe die kürzeste Route berechnet,,
855,4.0,I like to take care of my skin.,Ich pflege meine Haut gerne,,
856,15.0,"I wouldn't want to be in a relationship, I like this freedom I have.","Ich möchte keine Beziehung, ich mag die Freiheit, die ich habe",,
857,4.0,I gave the dog a bath.,Ich habe den Hund gebadet,,
859,15.0,"We went to the bathroom in the club and had sex there, I could not bear to wait until we got home.","Wir gingen auf die Toilette im Club und hatten dort Sex. Ich konnte es nicht ertragen, zu warten, bis wir nach Hause kamen",,
860,16.0,The sweat dripped from my brow as I practiced my martial arts techniques.,"Der Schweiß tropfte mir von der Stirn, während ich meine Kampfsporttechniken übte",,
862,3.0,I was unsure if they liked my cookies.,"Ich war nicht sicher, ob ihnen meine Kekse schmeckten",,
864,3.0,I feel happy when everybody feels happy.,"Ich bin glücklich, wenn alle glücklich sind",,
865,1.0,I never expressed my opinions because I felt nobody would listen to me.,"Ich habe meine Meinung nie geäußert, weil ich das Gefühl hatte, niemand würde mir zuhören",,
866,4.0,I washed and sterilized my reusable water bottles and food containers.,Ich habe meine wiederverwendbaren Wasserflaschen und Essensbehälter gewaschen und sterilisiert,,
867,15.0,"I like casual sex, no strings attached.",Ich mag unverbindlichen Sex,,
868,12.0,I don't want my partner to work.,"Ich möchte nicht, dass mein Partner arbeitet",,
869,13.0,I feel confident with my communication skills and with my ability to motivate others.,"Ich vertraue auf meine Kommunikationsfähigkeiten und meine Fähigkeit, andere zu motivieren",,
870,13.0,I will do my best to create the best possible working conditions for my team.,"Ich werde mein Bestes tun, um für mein Team die bestmöglichen Arbeitsbedingungen zu schaffen",,
873,3.0,I made my mom a memory book for her birthday.,Ich habe meiner Mutter zum Geburtstag ein Erinnerungsbuch gemacht,,
874,7.0,"I got a free cab ride, because the driver liked me.","Ich bekam eine kostenlose Taxifahrt, weil der Fahrer mich mochte",,
875,7.0,I learned very early that good looks help me in life.,"Ich habe sehr früh gelernt, dass mir ein gutes Aussehen im Leben hilft",,
876,15.0,I like porn.,Ich mag Pornos,,
877,10.0,I like to have responsibility for large projects.,Ich übernehme gerne die Verantwortung für große Projekte,,
878,1.0,I couldn't control my jealousy and ended up accusing my partner of things they didn't do.,"Ich konnte meine Eifersucht nicht kontrollieren und beschuldigte meinen Partner schließlich für Dinge, die er nicht getan hatte",,
882,14.0,I've never been to a club because I'm embarrassed to dance in front of others.,"Ich war noch nie in einem Club, weil es mir peinlich ist, vor anderen zu tanzen",,
883,2.0,I should not have argued with them.,Ich hätte nicht mit ihnen streiten sollen,,
884,12.0,I worked hard for the betterment of our family's financial situation.,"Ich habe hart gearbeitet, um die finanzielle Situation unserer Familie zu verbessern",,
885,12.0,I strived to create additional income for our family's needs and expenses.,"Ich habe versucht, zusätzliches Einkommen für die Bedürfnisse und Ausgaben unserer Familie zu schaffen",,
886,10.0,I knew I had to surround myself with educated people.,"Ich wusste, dass ich mich mit gebildeten Menschen umgeben musste",,
887,11.0,I could not decide based just on my gut feeling.,Ich könnte mich nicht nur aufgrund meines Bauchgefühls entscheiden,,
888,3.0,They liked me because I had the ability to take care of others.,"Sie mochten mich, weil ich die Fähigkeit hatte, mich um andere zu kümmern",,
889,5.0,"What should I do, so you will finally be quiet?","Was soll ich tun, damit du endlich still bist",,
890,2.0,I wanted to be likable.,Ich wollte sympathisch sein,,
892,16.0,I am determined to win this fight.,"Ich bin entschlossen, diesen Kampf zu gewinnen",,
893,14.0,I've been looking forward to summer all year because I can finally play with water guns.,"Ich habe mich das ganze Jahr auf den Sommer gefreut, weil ich endlich mit Wasserpistolen spielen kann",,
894,4.0,I washed the dishes.,Ich habe das Geschirr gespült,,
895,6.0,I had such a heavy bag that I almost didn't bring it home.,"Ich hatte eine so schwere Tasche, dass ich sie fast nicht nach Hause gebracht hätte",,
897,5.0,I could not wait to see all my old friends again.,"Ich konnte es kaum erwarten, alle meine alten Freunde wiederzusehen",,
898,15.0,I felt randomly aroused when I saw a sexy body.,"Ich fühlte mich plötzlich erregt, als ich einen sexy Körper sah",,
900,1.0,I avoided cracks on the sidewalk to avoid bad luck.,"Ich habe Risse im Bürgersteig vermieden, um Unglück zu vermeiden",,
901,8.0,I love hunting.,Ich liebe die Jagd,,
902,4.0,I am happy when I lie down in a fragrant bed in the evening.,"Ich bin glücklich, wenn ich mich abends in ein duftendes Bett lege",,
903,10.0,"I wasn't afraid to ask for more money, because my services are worth it.","Ich hatte keine Angst, mehr Geld zu verlangen, weil meine Dienste es wert sind",,
904,7.0,I've had my clothes tailored.,Ich habe meine Kleidung maßschneidern lassen,,
905,7.0,"I needed a new haircut, but when I called the hairdresser, they couldn't see me on Monday.","Ich brauchte einen neuen Haarschnitt, aber als ich den Friseur anrief, konnten sie mich am Montag nicht empfangen",,
906,2.0,"They asked me if I could help them, and I couldn't say no.","Sie fragten mich, ob ich ihnen helfen könnte, und ich konnte nicht Nein sagen",,
907,6.0,The doctor told me I'd be healthier and stronger if I ate more.,"Der Arzt hat mir gesagt, ich wäre gesünder und stärker, wenn ich mehr esse",,
908,13.0,I started a mentorship academy for young people.,Ich habe eine Mentorenakademie für junge Leute gegründet,,
909,1.0,"Maybe if I prayed more, it would be better.","Vielleicht wäre es besser, wenn ich mehr beten würde",,
910,7.0,"The politician wasn't good-looking, so I didn't even listen.","Der Politiker sah nicht gut aus, deshalb habe ich nicht einmal zugehört",,
911,11.0,I consulted a fact-checker.,Ich habe einen Faktenprüfer konsultiert,,
913,3.0,I could get any job because I have children.,"Ich könnte jeden Job bekommen, weil ich Kinder habe",,
914,7.0,"If I had to say one thing I wouldn't go anywhere without, it would be rings.","Wenn ich etwas nennen müsste, ohne das ich nirgendwo hingehen würde, dann wären es Ringe",,
915,12.0,I hired a maid.,Ich habe ein Dienstmädchen eingestellt,,
916,5.0,I invited everyone to come over for dinner.,Ich habe alle zum Abendessen eingeladen,,
918,3.0,"Whenever the kids had a rough day, I baked them their favourite dessert.","Wenn die Kinder einen harten Tag hatten, habe ich ihnen ihr Lieblingsdessert gebacken",,
919,5.0,I wanted to tell you the story with all the details and you wouldn't listen.,"Ich wollte Ihnen die Geschichte mit allen Einzelheiten erzählen, aber Sie wollten nicht zuhören",,
920,16.0,I was ready to showcase my explosive power and speed.,"Ich war bereit, meine explosive Kraft und Geschwindigkeit unter Beweis zu stellen",,
921,3.0,I liked to be a teacher.,,Ich wäre gern Lehrer,Ich wäre gern Lehrerin
922,7.0,I felt stressed so I went shopping.,Ich war gestresst und bin deshalb einkaufen gegangen,,
923,14.0,I threw a tantrum when my partner told me that we should not buy the new car.,"Ich bekam einen Wutanfall, als mein Partner mir sagte, wir sollten das neue Auto nicht kaufen",,
926,9.0,"When I set my mind to something, I always stick with it.","Wenn ich mir etwas in den Kopf gesetzt habe, bleibe ich immer dabei",,
927,3.0,I like to cook vegan meals.,Ich koche gerne vegane Gerichte,,
928,16.0,I offered to carry their suitcases.,"Ich habe angeboten, ihre Koffer zu tragen",,
929,5.0,I organized a neighborhood barbecue.,Ich habe ein Grillfest in der Nachbarschaft organisiert,,
930,5.0,I went to the networking event to meet new people.,"Ich bin zu der Networking-Veranstaltung gegangen, um neue Leute kennenzulernen",,
931,16.0,"I soared through the air on my bike, reveling in the exhilarating rush of speed and the knowledge that my physical strength allowed me to conquer any terrain.","Ich schwebte mit meinem Fahrrad durch die Luft und genoss den berauschenden Geschwindigkeitsrausch und das Wissen, dass ich mit meiner körperlichen Stärke jedes Gelände bezwingen konnte",,
932,4.0,I tried so hard and it was for nothing because my kids were always dirty.,"Ich habe mir so viel Mühe gegeben und es war umsonst, weil meine Kinder immer schmutzig waren",,
933,11.0,"I like making decisions based on hard data, not subjective feelings.",Ich treffe Entscheidungen lieber auf der Grundlage harter Fakten und nicht subjektiver Gefühle,,
934,2.0,I try to show that I am empathetic so that people are not afraid to talk to me about their problems.,"Ich versuche, Empathie zu zeigen, damit die Leute keine Angst haben, mit mir über ihre Probleme zu sprechen",,
935,3.0,"I fried the meat, because that's how my partner likes it.","Ich habe das Fleisch gebraten, weil mein Partner es so mag",,
937,12.0,I made sure that everyone in the family had everything they needed materially.,"Ich habe dafür gesorgt, dass jeder in der Familie materiell alles hatte, was er brauchte",,
938,5.0,I was looking for events that I could attend.,"Ich habe nach Veranstaltungen gesucht, an denen ich teilnehmen könnte",,
940,16.0,I like team sports more than individual ones.,Mannschaftssportarten gefallen mir besser als Einzelsportarten,,
942,4.0,"Even though I bought a dishwasher, I always take the dishes out and rinse them with water.","Obwohl ich eine Spülmaschine gekauft habe, nehme ich das Geschirr immer heraus und spüle es mit Wasser ab",,
945,11.0,I had to think about every aspect of such an investment.,Ich musste über jeden Aspekt einer solchen Investition nachdenken,,
946,8.0,I've always preferred to work physically.,"Ich habe es immer vorgezogen, körperlich zu arbeiten",,
947,1.0,I could not resist buying that dress even though it was over my budget.,"Ich konnte nicht widerstehen, dieses Kleid zu kaufen, obwohl es mein Budget überstieg",,
949,1.0,I overreacted.,Ich habe überreagiert,,
950,1.0,I preferred feelings over rational arguments.,Ich bevorzuge Gefühle gegenüber rationalen Argumenten,,
951,16.0,I got a job as a trainer at a gym.,,Ich habe einen Job als Trainer in einem Fitnessstudio bekommen,Ich habe einen Job als Trainerin in einem Fitnessstudio bekommen
952,9.0,"I was very confident when I was applying for that job and of course, I got it.","Ich war sehr zuversichtlich, als ich mich für diesen Job beworben habe, und natürlich habe ich ihn bekommen",,
953,16.0,I made sure everyone could see my sixpack.,"Ich habe dafür gesorgt, dass jeder mein Sixpack sehen konnte",,
955,4.0,I would never eat soup with a hair in it.,"Ich würde nie eine Suppe essen, in der ein Haar steckt",,
957,11.0,I want to become a physicist.,,Ich möchte Physiker werden,Ich möchte Physikerin werden
958,9.0,I've always got what I set out to get.,"Ich habe immer das bekommen, was ich mir vorgenommen habe",,
959,14.0,I did not care that the swimming pool was for children only.,"Es war mir egal, dass das Schwimmbad nur für Kinder war",,
960,8.0,I relished the challenge of riding the untamed power of the ocean.,"Ich habe die Herausforderung genossen, auf der ungezähmten Kraft des Ozeans zu reiten",,
961,4.0,I can't imagine eating off a stranger's plate.,"Ich kann mir nicht vorstellen, vom Teller eines Fremden zu essen",,
962,7.0,"I like to buy from foreign e-shops, even though it is often more expensive.","Ich kaufe gerne in ausländischen E-Shops ein, auch wenn es dort oft teurer ist",,
963,6.0,I had such a terrible muscle pain after just lifting the chairs.,Ich hatte schon nach dem Anheben der Stühle schreckliche Muskelschmerzen,,
964,15.0,I have a lot of porn saved on my computer.,Auf meinem Computer sind viele Pornos gespeichert,,
965,7.0,I made a deal with a well-known designer to come up with an outfit for the gala.,"Ich habe mit einem bekannten Designer einen Vertrag abgeschlossen, der ein Outfit für die Gala entwerfen soll",,
968,4.0,"I had so much laundry to do, but it had to be done.","Ich hatte so viel Wäsche zu waschen, aber es musste getan werden",,
969,12.0,"I'm expected to prioritize the family's needs over personal desires, so I didn't buy that phone.","Von mir wird erwartet, dass ich die Bedürfnisse der Familie über meine persönlichen Wünsche stelle, deshalb habe ich dieses Telefon nicht gekauft",,
970,14.0,"I've been told that I'm annoyingly childish, but I don't care.","Mir wurde gesagt, dass ich nervig kindisch bin, aber das ist mir egal",,
971,2.0,I was achieving so many goals but I didn't say anyone so nobody would feel endangered by me.,"Ich habe so viele Ziele erreicht, aber ich habe niemanden genannt, damit sich niemand durch mich bedroht fühlt",,
974,2.0,"I didn't like my blind date, but I decided to stay until the end of the dinner to be polite.","Mir gefiel mein Blind Date nicht, aber ich beschloss, aus Höflichkeit bis zum Ende des Abendessens zu bleiben",,
976,1.0,"I'm convinced that if I didn't go to work the same way, it would bring me bad luck.","Ich bin überzeugt, dass es mir Unglück bringen würde, wenn ich nicht auf die gleiche Weise zur Arbeit ginge",,
977,3.0,"I found a kitten on the street, so I took it home.",Ich habe auf der Straße ein Kätzchen gefunden und es mit nach Hause genommen,,
978,6.0,"When playing a sport, I found it challenging to throw the ball far due to my lack of upper body strength.","Beim Sport fiel es mir aufgrund meiner mangelnden Oberkörperkraft schwer, den Ball weit zu werfen",,
980,4.0,I consistently practiced personal hygiene habits.,Ich habe konsequent auf meine persönliche Hygiene geachtet,,
981,1.0,"I attempted to fix a broken appliance, but my technical skills were weak.","Ich habe versucht, ein kaputtes Gerät zu reparieren, aber meine technischen Fähigkeiten waren unzureichend",,
982,16.0,I never had a problem with hard work.,Ich hatte nie ein Problem mit harter Arbeit,,
983,4.0,"I would have rested, but the house needed a clean-up.","Ich hätte mich ausgeruht, aber das Haus musste aufgeräumt werden",,
984,5.0,I like to spend quality time with my friends.,Ich verbringe gerne schöne Stunden mit meinen Freunden,,
985,1.0,I had to uninstall Instagram because I was buying everything I saw there.,"Ich musste Instagram deinstallieren, weil ich alles gekauft habe, was ich dort gesehen habe",,
986,3.0,"I took the initiative to learn about different cultures and perspectives, expanding my empathy and understanding of people from diverse backgrounds.","Ich habe die Initiative ergriffen, um unterschiedliche Kulturen und Perspektiven kennenzulernen und so mein Einfühlungsvermögen und Verständnis für Menschen mit unterschiedlichem Hintergrund zu erweitern",,
987,13.0,"If I broke the rules, I couldn't expect others to follow them.","Wenn ich die Regeln breche, kann ich nicht erwarten, dass andere sich auch daran halten",,
988,16.0,I had to hold my 30-kilo pit bull in my arms because he was scared of chickens.,"Ich musste meinen 30 Kilo schweren Pitbull in den Armen halten, weil er Angst vor Hühnern hatte",,
990,9.0,"Nothing can change my mind, I am absolutely sure that I am right.","Nichts kann meine Meinung ändern, ich bin absolut sicher, dass ich Recht habe",,
991,15.0,I was hoping that we could go to my place after the party.,"Ich hatte gehofft, wir könnten nach der Party zu mir gehen",,
994,10.0,I like to solve problems and look for creative solutions.,Ich löse gerne Probleme und suche nach kreativen Lösungen,,
995,14.0,I was very irresponsible.,Ich war sehr verantwortungslos,,
996,14.0,I wanted to live freely.,Ich wollte frei leben,,
997,13.0,I always knew how to deal with people.,"Ich wusste immer, wie man mit Menschen umgeht",,
998,9.0,I've never had a problem with public speaking.,"Ich hatte nie ein Problem damit, vor Publikum zu sprechen",,
999,8.0,I never lacked courage.,Mir hat es nie an Mut gemangelt,,
1000,15.0,I've always considered sex to be the alpha and omega of any relationship.,Für mich ist Sex immer das A und O jeder Beziehung,,
1002,3.0,I donated my wealth to charity.,Ich habe mein Vermögen für wohltätige Zwecke gespendet,,
1004,16.0,I harnessed my physical strength to conquer the challenging climb.,"Ich habe meine körperliche Kraft genutzt, um den anspruchsvollen Aufstieg zu bewältigen",,
1005,13.0,"When faced with a challenging project, I motivated my team by setting clear goals.","Wenn ich vor einem anspruchsvollen Projekt stand, motivierte ich mein Team, indem ich klare Ziele setzte",,
1006,11.0,I like to drive fast in my sports car.,,Ich fahre gern schnell in meinem Sportwagen,Ich fahre gerne schnell in meinem Sportwagen
1007,14.0,I spent the whole weekend lying in front of the TV.,Ich habe das ganze Wochenende vor dem Fernseher gelegen,,
1008,8.0,I could easily jump with a parachute.,Ich könnte problemlos mit einem Fallschirm springen,,
1009,11.0,I have always been able to assess a situation well.,Ich konnte eine Situation schon immer gut einschätzen,,
1011,12.0,I actively saved and planned for future expenses such as my children's education.,Ich habe aktiv gespart und für zukünftige Ausgaben wie die Ausbildung meiner Kinder geplant,,
1012,7.0,I was so angry that the beauty salon was closed.,"Ich war so wütend, dass der Schönheitssalon geschlossen war",,
1013,15.0,I came here to the brothel to have a little fun.,"Ich bin hier ins Bordell gekommen, um ein bisschen Spaß zu haben",,
1014,1.0,I was always prone to impulse purchases.,Ich war schon immer anfällig für Impulskäufe,,
1015,9.0,I am competent.,Ich bin kompetent,,
1016,15.0,I needed a lot of sex to feel satisfied in the relationship.,"Ich brauchte viel Sex, um mich in der Beziehung zufrieden zu fühlen",,
1017,5.0,I could not keep my mouth shut and just told the secret to everyone anyway.,Ich konnte meinen Mund nicht halten und habe das Geheimnis trotzdem allen erzählt,,
1019,1.0,I didn't want my lover to hurt me.,"Ich wollte nicht, dass mein Liebhaber mir wehtut",,
1020,15.0,I never trusted in monogamy.,Ich habe nie an Monogamie geglaubt,,
1022,11.0,I like watching detective TV shows.,Ich schaue mir gern Krimiserien im Fernsehen an,,
1023,1.0,I should visit the fortune teller again.,Ich sollte die Wahrsagerin noch einmal aufsuchen,,
1024,4.0,I would never skip a daily shower.,Ich würde niemals auf die tägliche Dusche verzichten,,
1025,5.0,I organized a dinner party at my place.,Ich habe bei mir zu Hause eine Dinnerparty organisiert,,
1027,9.0,"Everybody expected me to be the first, and I was.",,"Alle haben erwartet, dass ich der Erste bin, und das war ich","Alle haben erwartet, dass ich die Erste bin, und das war ich"
1028,6.0,I signed up for a ballet class to increase my core strength and balance.,"Ich habe mich für einen Ballettkurs angemeldet, um meine Rumpfkraft und mein Gleichgewicht zu verbessern",,
1029,2.0,I always played by the rules.,Ich habe mich immer an die Regeln gehalten,,
1030,11.0,I hated when they started talking about the flat Earth.,"Ich fand es schrecklich, als sie anfingen, von der flachen Erde zu reden",,
1031,6.0,I guess I was just too weak to get promoted.,"Ich schätze, ich war einfach zu schwach, um befördert zu werden",,
1032,2.0,I could not decide so I just went with their idea.,"Ich konnte mich nicht entscheiden, also habe ich mich einfach ihrer Idee angeschlossen",,
1033,1.0,"I couldn't find my phone, so I started to cry.",Ich konnte mein Telefon nicht finden und fing an zu weinen,,
1034,1.0,When I saw the baby I could not contain my excitement.,"Als ich das Baby sah, konnte ich meine Aufregung nicht zurückhalten",,
1035,13.0,I always felt happiest when leading others.,"Ich habe mich immer am glücklichsten gefühlt, wenn ich andere angeleitet habe",,
1036,13.0,I inspired my colleagues to strive for excellence and teamwork.,"Ich habe meine Kollegen dazu inspiriert, nach Spitzenleistungen und Teamarbeit zu streben",,
1038,1.0,"I had to think for a long time, but my instincts were right.","Ich musste lange nachdenken, aber mein Instinkt war richtig",,
1039,8.0,I like to race with others because it motivates me to achieve better results.,"Ich fahre gern Rennen mit anderen, weil es mich motiviert, bessere Ergebnisse zu erzielen",,
1040,2.0,"I didn't take that job, because my partner was against it.","Ich habe den Job nicht angenommen, weil mein Partner dagegen war",,
1041,15.0,My high sex drive could make me susceptible to impulsive decisions when I was younger.,Mein hoher Sexualtrieb könnte mich in meiner Jugend anfällig für impulsive Entscheidungen machen,,
1042,6.0,"I lifted it, but then my back hurt.","Ich habe es hochgehoben, aber dann tat mir der Rücken weh",,
1044,6.0,I did not have enough strength to swim across the lake and had to return.,"Ich hatte nicht genug Kraft, um den See zu durchschwimmen und musste umkehren",,
1045,7.0,I asked for more samples of the face cream.,Ich habe um weitere Proben der Gesichtscreme gebeten,,
1046,8.0,I like to take risks and pursue new opportunities.,Ich gehe gerne Risiken ein und verfolge neue Chancen,,
1047,5.0,I like that I made a lot of new friends at that party.,"Ich freue mich, dass ich auf dieser Party viele neue Freunde kennengelernt habe",,
1048,10.0,"As the executive director of this company, I take the most important decisions regarding our future.",,Als Geschäftsführer dieses Unternehmens treffe ich die wichtigsten Entscheidungen für unsere Zukunft,Als Geschäftsführerin dieses Unternehmens treffe ich die wichtigsten Entscheidungen für unsere Zukunft
1049,16.0,"I like weightlifting, it's my favourite sport.","Ich mag Gewichtheben, es ist mein Lieblingssport",,
1050,8.0,I'm ready to fight for justice.,"Ich bin bereit, für Gerechtigkeit zu kämpfen",,
1051,9.0,I am very confident.,Ich bin sehr zuversichtlich,,
1052,15.0,I like seeing naked bodies.,Ich sehe gern nackte Körper,,
1053,12.0,I knew how to save money.,"Ich wusste, wie man Geld spart",,
1054,1.0,I was so happy I was blinded by joy.,"Ich war so glücklich, dass ich vor Freude blind war",,
1055,16.0,I'm sore because I was lifting heavy weights yesterday.,"Ich habe Muskelkater, weil ich gestern schwere Gewichte gehoben habe",,
1056,4.0,"I would never sit on the bed in my day clothes, only in my pyjamas.","Ich würde mich nie in meiner Alltagskleidung aufs Bett setzen, nur im Pyjama",,
1057,9.0,I am able to deal successfully with hard situations.,"Ich bin in der Lage, mit schwierigen Situationen erfolgreich umzugehen",,
1058,10.0,I always feel frustrated when I'm not in charge of a large project.,"Ich bin immer frustriert, wenn ich bei einem großen Projekt nicht die Verantwortung trage",,
1059,9.0,I did not listen to them because I knew I was right.,"Ich habe nicht auf sie gehört, weil ich wusste, dass ich Recht hatte",,
1060,13.0,I have always motivated those around me to not be afraid to speak up.,"Ich habe die Menschen in meinem Umfeld immer dazu motiviert, keine Angst zu haben, ihre Meinung zu sagen",,
1061,14.0,I enjoyed playing the board game.,Mir hat das Brettspiel Spaß gemacht,,
1062,11.0,My partner left me alone with my kids and didn't tell me what I should do with them.,"Mein Partner hat mich mit meinen Kindern allein gelassen und mir nicht gesagt, was ich mit ihnen machen soll",,
1063,3.0,I always wanted to have a big family and take care of it.,Ich wollte immer eine große Familie haben und dafür sorgen,,
1064,11.0,I don't like random actions with no plan.,Ich mag keine planlosen Aktionen,,
1066,9.0,I had no doubt in my mind that I belonged in the spotlight.,"Ich hatte keinen Zweifel daran, dass ich ins Rampenlicht gehöre",,
1067,16.0,My gym membership ended yesterday and I had to renew it.,Meine Mitgliedschaft im Fitnessstudio ist gestern abgelaufen und ich musste sie verlängern,,
1068,15.0,I'm addicted to sex.,Ich bin sexsüchtig,,
1070,7.0,I would never leave home without making sure that I look presentable.,"Ich würde nie das Haus verlassen, ohne darauf zu achten, dass ich gut aussehe",,
1072,1.0,I am very grateful for the life I have been blessed to live.,"Ich bin sehr dankbar für das Leben, das ich führen durfte",,
1075,16.0,I did not even need help with assembling the furniture.,Ich brauchte nicht einmal Hilfe beim Zusammenbau der Möbel,,
1076,7.0,I loved my body.,Ich habe meinen Körper geliebt,,
1077,9.0,I'm simply the best.,,Ich bin einfach der Beste,Ich bin einfach die Beste
1078,6.0,"I painted my room, but then I slept for twelve hours straight.","Ich habe mein Zimmer gestrichen, aber dann habe ich zwölf Stunden am Stück geschlafen",,
1079,4.0,I always did my homework on time.,Ich habe meine Hausaufgaben immer pünktlich gemacht,,
1080,8.0,"I couldn't show them my real emotions, it'd be a sign of weakness.","Ich könnte ihnen meine wahren Gefühle nicht zeigen, das wäre ein Zeichen von Schwäche",,
1081,16.0,"I was extremely fast, my physical strength and explosive power propelled me to victory.","Ich war extrem schnell, meine körperliche Stärke und meine explosive Kraft haben mich zum Sieg geführt",,
1082,10.0,I always did it as well as possible.,Ich habe es immer so gut wie möglich gemacht,,
1083,3.0,I engaged in open and non-judgmental conversations with individuals who held different opinions or beliefs.,"Ich habe offene und vorurteilsfreie Gespräche mit Menschen geführt, die andere Meinungen oder Überzeugungen hatten",,
1084,3.0,I initiated a conversation with a neighbor who was going through a difficult time.,"Ich habe ein Gespräch mit einem Nachbarn begonnen, der eine schwierige Zeit durchmachte",,
1085,2.0,"I tried to be friendly, although they didn't want to chat.","Ich habe versucht, freundlich zu sein, obwohl sie nicht plaudern wollten",,
1086,3.0,I took my nephew to the lake and we fed the swans.,Ich habe meinen Neffen zum See mitgenommen und wir haben die Schwäne gefüttert,,
1087,3.0,I spent time volunteering at a local hospital.,Ich habe eine Zeit lang ehrenamtlich in einem örtlichen Krankenhaus gearbeitet,,
1088,12.0,I ordered the meal today.,Ich habe das Essen heute bestellt,,
1089,6.0,"I didn't know what to do, because I couldn't defend myself.","Ich wusste nicht, was ich tun sollte, weil ich mich nicht verteidigen konnte",,
1090,12.0,I invited my partner to the cinema.,Ich habe meinen Partner ins Kino eingeladen,,
1091,9.0,I never worry about what others think.,"Ich mache mir nie Gedanken darüber, was andere denken",,
1093,1.0,I loved this house the second I saw it.,"Ich war von diesem Haus begeistert, als ich es zum ersten Mal sah",,
1094,4.0,"I could never have a dog, I couldn't stand the hair.","Ich könnte nie einen Hund haben, ich könnte das Fell nicht ertragen",,
1095,5.0,I miss company - I wish I had a friend here.,"Mir fehlt Gesellschaft – ich wünschte, ich hätte hier einen Freund",,
1096,5.0,I never had a problem with making new friends.,"Ich hatte nie ein Problem damit, neue Freunde zu finden",,
1097,7.0,I would never go out without being properly dressed.,Ich würde nie ohne angemessene Kleidung ausgehen,,
1098,3.0,I like it when I see that I have helped someone.,"Ich freue mich, wenn ich sehe, dass ich jemandem geholfen habe",,
1099,15.0,"I enjoyed sex and was ready to have it anytime, anywhere.",Ich genoss Sex und war jederzeit und überall dazu bereit,,
1100,7.0,I got invited to a model casting.,Ich wurde zu einem Model-Casting eingeladen,,
1101,16.0,I loved sports when I was younger.,"Ich habe Sport geliebt, als ich jünger war",,
1102,8.0,"When I saw a woman being beaten in the street, I immediately ran there.","Als ich sah, wie eine Frau auf der Straße geschlagen wurde, rannte ich sofort dorthin",,
1103,13.0,"As a leader, I'm expected to be in charge of difficult decisions.","Als Führungskraft wird von mir erwartet, dass ich für schwierige Entscheidungen verantwortlich bin",,
1104,2.0,I lacked the confidence to get promoted.,"Mir fehlte das Selbstvertrauen, befördert zu werden",,
1105,4.0,I like to clean the house when nobody's home.,"Ich putze das Haus gern, wenn niemand zu Hause ist",,
1107,12.0,I handed out Christmas bonuses at the company.,Ich habe in der Firma Weihnachtsboni verteilt,,
1109,16.0,Do you think I am strong enough?,"Glauben Sie, dass ich stark genug bin",,
1110,7.0,"My skin was soft and fair, my lips were full, and my hair thick, I knew I looked good.","Meine Haut war weich und hell, meine Lippen waren voll und mein Haar dick, ich wusste, dass ich gut aussah",,
1111,7.0,I hated that there was no mirror there because I didn't know how I looked.,"Ich fand es schrecklich, dass dort kein Spiegel war, weil ich nicht wusste, wie ich aussah",,
1113,9.0,"I would never allow anyone else to drive my car, I think nobody would be better at driving than I am.","Ich würde nie jemand anderen mein Auto fahren lassen. Ich glaube, niemand könnte besser fahren als ich",,
1114,1.0,I could not resist buying that bag even though it was over my budget.,"Ich konnte nicht widerstehen, diese Tasche zu kaufen, obwohl sie mein Budget überstieg",,
1115,15.0,I have had so many relationships that I could write a book about it.,"Ich hatte so viele Beziehungen, ich könnte ein Buch darüber schreiben",,
1116,9.0,"I don't wait for new opportunities, I create them myself.","Ich warte nicht auf neue Möglichkeiten, ich schaffe sie selbst",,
1117,3.0,I've decided to sort my wardrobe twice a year and give things to charity.,"Ich habe beschlossen, meinen Kleiderschrank zweimal im Jahr auszusortieren und Dinge für wohltätige Zwecke zu spenden",,
1118,14.0,It would be great if I could be a kid forever.,"Es wäre toll, wenn ich für immer ein Kind bleiben könnte",,
1120,13.0,I became a CEO when I was only thirty years old.,"Ich wurde CEO, als ich erst dreißig Jahre alt war",,
1121,15.0,I bought the Valentine's Day gift in a sexshop.,Ich habe das Valentinstagsgeschenk in einem Sexshop gekauft,,
1123,5.0,I am good at socialising.,Ich bin gut im Umgang mit Menschen,,
1124,11.0,I don't like to talk about my feelings at all.,Ich spreche überhaupt nicht gern über meine Gefühle,,
1125,13.0,I tried to act confident in order to motivate my team.,"Ich habe versucht, selbstbewusst aufzutreten, um mein Team zu motivieren",,
1126,16.0,"Since I started to play football, I have stronger legs.","Seit ich angefangen habe, Fußball zu spielen, habe ich stärkere Beine",,
1127,9.0,I am confident with my body.,Ich bin zufrieden mit meinem Körper,,
1128,7.0,"I wasn't permitted to wear such clothes in my old job, they'd think they reveal too much.","In meinem alten Job durfte ich solche Kleidung nicht tragen, man hätte gedacht, sie verrät zu viel",,
1129,9.0,I never stressed much.,Ich habe mir nie viel Stress gemacht,,
